,city,state,2010 Avg Price,2013 Avg Price,2014 Avg Price,2015 Avg Price,2016 Avg Price,2017 Avg Price,2018 Avg Price,2019 Avg Price
529,Hoover,Alabama,228783.33,231116.67,228591.67,237808.33,246925.0,252616.67,274266.67,288909.09
530,Valparaiso,Indiana,,179883.33,175616.67,174883.33,191075.0,195900.0,197841.67,223081.82
531,Lancaster Township,Pennsylvania,95083.33,100125.0,100666.67,106941.67,107041.67,119991.67,128741.67,145118.18
532,Porterville,California,120558.33,127366.67,148883.33,150691.67,164616.67,178700.0,195683.33,203545.45
533,Brooklyn Park,Minnesota,154016.67,159758.33,168541.67,191516.67,206258.33,221500.0,238350.0,252690.91
534,Mountain View,California,715591.67,802716.67,968958.33,1168141.67,1262616.67,1352958.33,1612875.0,1505872.73
535,Lawrence,Massachusetts,,,,,219525.0,221041.67,253741.67,263327.27
536,Town of Colonie,New York,197708.33,208808.33,213758.33,217650.0,206491.67,217100.0,232675.0,228118.18
537,Apex,North Carolina,212825.0,236350.0,254233.33,277416.67,300216.67,316958.33,332675.0,347736.36
538,Maryville,Tennessee,138525.0,140008.33,139591.67,150316.67,155008.33,165600.0,180475.0,193881.82
539,Turlock,California,,,,,,295400.0,310825.0,331118.18
540,Somerville,Massachusetts,355500.0,426308.33,479275.0,539883.33,588925.0,641158.33,698158.33,706545.45
541,Missouri City,Texas,168900.0,188525.0,213441.67,228166.67,229858.33,235666.67,235316.67,242481.82
542,Mission,Texas,,,,,141416.67,150158.33,148241.67,152618.18
543,Denham Springs,Louisiana,,,,,163571.43,151033.33,162158.33,172663.64
544,Bellflower,California,,,,,,475733.33,492016.67,524963.64
545,Rome,Georgia,,77090.91,83633.33,90125.0,96550.0,109575.0,117825.0,124018.18
546,Richmond,Texas,160741.67,179258.33,196091.67,220666.67,224925.0,235150.0,241208.33,249145.45
547,Pasco,Washington,151716.67,163658.33,167216.67,177741.67,192316.67,214016.67,237825.0,267163.64
548,Norcross,Georgia,,90457.14,98533.33,116850.0,135433.33,150308.33,164983.33,177036.36
549,Lodi,California,170608.33,212066.67,239833.33,260325.0,290025.0,314350.0,331966.67,357370.0
550,Casa Grande,Arizona,85741.67,115316.67,120008.33,132558.33,139058.33,155225.0,169283.33,181645.45
551,Tomball,Texas,148575.0,162683.33,175250.0,190775.0,199658.33,211066.67,220958.33,230672.73
552,Rancho Cordova,California,184900.0,207133.33,242200.0,257058.33,290166.67,318083.33,340450.0,360427.27
553,Shelby,Michigan,128100.0,165333.33,178141.67,191633.33,212125.0,232650.0,234558.33,263090.91
554,O Fallon,Missouri,,,,,,203428.57,209225.0,225872.73
555,Baldwin Park,California,242316.67,282108.33,318125.0,345750.0,369475.0,384341.67,436591.67,444036.36
556,Spring Valley,California,255233.33,297458.33,331475.0,371325.0,402375.0,429200.0,450083.33,467663.64
557,San Ramon,California,629816.67,728533.33,780408.33,820308.33,854733.33,885933.33,979075.0,1010518.18
558,Deerfield Beach,Florida,62766.67,91116.67,102200.0,117141.67,130050.0,140333.33,156458.33,158218.18
559,Salisbury,North Carolina,110641.67,98391.67,107966.67,114791.67,125583.33,127016.67,133758.33,143581.82
560,Racine,Wisconsin,82491.67,63675.0,65666.67,72775.0,82075.0,92000.0,111883.33,121350.0
561,Marysville,Washington,222600.0,214633.33,242475.0,256616.67,289808.33,325308.33,358758.33,376300.0
562,Schenectady,New York,160941.67,156725.0,161383.33,150566.67,153833.33,156633.33,164375.0,170263.64
563,Avondale,Arizona,105375.0,137375.0,145666.67,162841.67,177000.0,196533.33,212066.67,229945.45
564,Redlands,California,221450.0,286233.33,312583.33,329275.0,355758.33,365966.67,405758.33,412354.55
565,Noblesville,Indiana,,,,171110.0,175366.67,185475.0,207666.67,217090.91
566,Town of Poughkeepsie,New York,207133.33,181666.67,185625.0,193616.67,181650.0,186116.67,218075.0,226727.27
567,Temple,Texas,110050.0,112733.33,113708.33,125350.0,127508.33,139650.0,149016.67,158909.09
568,Folsom,California,338041.67,382183.33,404758.33,423366.67,451058.33,486441.67,527100.0,548336.36
569,Plymouth,Minnesota,262366.67,263166.67,280675.0,290208.33,297083.33,323975.0,350733.33,348609.09
570,Springfield,Oregon,,,,,,229100.0,244133.33,267254.55
571,Bethlehem,Pennsylvania,156283.33,139983.33,141200.0,147491.67,151508.33,155841.67,170775.0,175327.27
572,Huntington Park,California,,,,325922.22,348191.67,378016.67,408500.0,431266.67
573,Cheektowaga,New York,91375.0,93850.0,95433.33,96725.0,99075.0,110341.67,122233.33,130790.91
574,Snellville,Georgia,112975.0,114975.0,127933.33,146333.33,154775.0,167200.0,186450.0,204690.91
575,Bremerton,Washington,198350.0,166341.67,168066.67,191716.67,226383.33,256166.67,278075.0,300981.82
576,Kendall,Florida,,184875.0,192691.67,221850.0,246141.67,266608.33,287608.33,295436.36
577,Brandon,Mississippi,156716.67,154791.67,159208.33,164675.0,170616.67,171516.67,185083.33,190190.91
578,Petaluma,California,402016.67,449358.33,518458.33,543750.0,612000.0,660225.0,709083.33,685527.27
579,Alpharetta,Georgia,248750.0,258125.0,281075.0,293591.67,300233.33,327233.33,355391.67,383827.27
580,Atascocita,Texas,,,170157.14,181383.33,185716.67,194333.33,200141.67,213054.55
581,La Mesa,California,328200.0,390633.33,411691.67,422983.33,460150.0,503150.0,525583.33,547827.27
582,Lake Forest,California,398483.33,479691.67,538091.67,549833.33,578016.67,601158.33,664316.67,678981.82
583,New Rochelle,New York,608116.67,573466.67,608225.0,608600.0,632150.0,613550.0,656208.33,662345.45
584,Palm Harbor,Florida,167183.33,169058.33,186083.33,203191.67,220966.67,231183.33,247000.0,269290.91
585,Winter Park,Florida,142358.33,170100.0,186800.0,188591.67,230516.67,252658.33,272091.67,285372.73
586,Bethesda,Maryland,,742400.0,762058.33,765041.67,800783.33,789091.67,799200.0,823936.36
587,Milpitas,California,442741.67,547833.33,627941.67,740116.67,792416.67,867641.67,1047616.67,978354.55
588,Dothan,Alabama,,123300.0,116075.0,121016.67,129658.33,132400.0,137683.33,147254.55
589,New Britain,Connecticut,,113425.0,116800.0,115833.33,129350.0,125100.0,142650.0,146245.45
590,Goodyear,Arizona,144833.33,168791.67,185216.67,191316.67,217983.33,231583.33,252108.33,272100.0
591,Baytown,Texas,,100116.67,117091.67,121991.67,133108.33,145091.67,161283.33,158454.55
592,Tulare,California,,,,,,186137.5,195816.67,216654.55
593,North Little Rock,Arkansas,,103900.0,103408.33,108275.0,97425.0,100233.33,110291.67,105245.45
594,Rogers,Arkansas,,138933.33,143400.0,161416.67,175050.0,181158.33,189258.33,214100.0
595,Southfield,Michigan,51808.33,65533.33,87091.67,104150.0,107850.0,126500.0,136391.67,147190.91
596,Mooresville,North Carolina,220000.0,203241.67,221975.0,237300.0,237858.33,235516.67,272625.0,281690.91
597,Springdale,Arkansas,,,,,147600.0,149716.67,164775.0,177109.09
598,Winchester,Virginia,159583.33,187908.33,189833.33,204325.0,216141.67,235116.67,238083.33,234709.09
599,San Marcos,Texas,,160916.67,159850.0,182841.67,197383.33,213791.67,212158.33,229018.18
600,Chino Hills,California,418450.0,477333.33,538075.0,543916.67,568766.67,568516.67,682300.0,632600.0
601,Brick Township,New Jersey,226000.0,206208.33,207283.33,222050.0,222125.0,236450.0,239908.33,251627.27
602,Lake Elsinore,California,181283.33,231183.33,267141.67,289191.67,310558.33,334875.0,363225.0,369481.82
603,Suwanee,Georgia,225566.67,232741.67,265516.67,282350.0,297066.67,309033.33,324583.33,338472.73
604,Bossier City,Louisiana,151908.33,152966.67,146866.67,171925.0,174675.0,168808.33,174383.33,173600.0
605,Hammond,Indiana,,54400.0,50616.67,56625.0,68358.33,77583.33,85891.67,104372.73
606,Orange Park,Florida,130125.0,98775.0,105191.67,101091.67,124550.0,145333.33,160183.33,187445.45
607,Glen Allen,Virginia,262558.33,265625.0,268775.0,273516.67,285166.67,298866.67,309975.0,322300.0
608,Gastonia,North Carolina,,,118033.33,119933.33,127850.0,131166.67,140916.67,154518.18
609,Flower Mound,Texas,256125.0,275883.33,291883.33,331175.0,343241.67,358683.33,383566.67,395618.18
610,Waterford,Michigan,69600.0,94200.0,120733.33,129491.67,142066.67,151891.67,159783.33,170454.55
611,Gaithersburg,Maryland,,,,,338162.5,353025.0,375875.0,369145.45
612,Aiken,South Carolina,,,,,144550.0,141608.33,147825.0,157000.0
613,Pawtucket,Rhode Island,,,,,,188342.86,204150.0,216245.45
614,Columbus,Indiana,113490.91,125191.67,135158.33,140450.0,147591.67,155641.67,170858.33,181590.91
615,San Rafael,California,,,,,,,978883.33,1003818.18
616,West Lafayette,Indiana,153400.0,155200.0,164816.67,163241.67,179258.33,192875.0,200066.67,217400.0
617,Yuba City,California,165833.33,183200.0,208275.0,224958.33,238433.33,264483.33,286183.33,305245.45
618,Lauderhill,Florida,46966.67,53600.0,65166.67,65933.33,82150.0,91500.0,94675.0,102000.0
619,Yorba Linda,California,601375.0,659175.0,704783.33,702175.0,730800.0,750291.67,809516.67,801072.73
620,Fort Mill,South Carolina,192125.0,232416.67,236516.67,258983.33,277858.33,292458.33,317291.67,308481.82
621,Cherry Hill Township,New Jersey,,,,,,242460.0,234941.67,246981.82
622,Port Charlotte,Florida,72883.33,93958.33,99216.67,119875.0,136666.67,144425.0,165450.0,178536.36
623,Layton,Utah,192166.67,201883.33,202175.0,215041.67,229058.33,249841.67,283833.33,306581.82
624,Redondo Beach,California,631900.0,711508.33,748408.33,812441.67,861750.0,902783.33,1033233.33,1026181.82
625,Statesville,North Carolina,,108491.67,110725.0,126675.0,133933.33,136566.67,144858.33,158281.82
626,Framingham,Massachusetts,264533.33,293000.0,303433.33,328958.33,351408.33,374200.0,398183.33,419700.0
627,Lynwood,California,223150.0,257016.67,288441.67,322116.67,361325.0,392091.67,416591.67,447672.73
628,Dubuque,Iowa,,,,,,153700.0,150525.0,159490.91
629,Union City,California,375591.67,478658.33,534616.67,617458.33,688200.0,745008.33,881558.33,821909.09
630,Davis,California,446158.33,473683.33,512058.33,528008.33,536925.0,586800.0,650016.67,664963.64
631,Bolingbrook,Illinois,153233.33,156708.33,154350.0,165675.0,172666.67,185541.67,206716.67,218736.36
632,Ypsilanti,Michigan,110241.67,135766.67,154958.33,167758.33,180908.33,198133.33,213175.0,220218.18
633,Waterloo,Iowa,84171.43,102300.0,98725.0,101300.0,107333.33,107500.0,108333.33,115936.36
634,Saint Cloud,Florida,112400.0,131533.33,143791.67,162250.0,186066.67,198533.33,243925.0,248281.82
635,Palm Beach Gardens,Florida,225291.67,259658.33,282358.33,295766.67,303475.0,325250.0,343191.67,362172.73
636,Alameda,California,552283.33,579408.33,673858.33,743508.33,814216.67,867208.33,910958.33,950736.36
637,Brentwood,California,295333.33,377983.33,407008.33,450841.67,490883.33,531033.33,573991.67,596263.64
638,Hanford,California,,,,,,213357.14,223791.67,234154.55
639,Union City,New Jersey,,229980.0,254533.33,274700.0,295508.33,332275.0,353550.0,357454.55
640,Jupiter,Florida,243058.33,261158.33,277833.33,309033.33,320025.0,339658.33,361516.67,385318.18
641,Jefferson City,Missouri,,125250.0,121716.67,128683.33,127625.0,133816.67,136516.67,146472.73
642,Venice,Florida,138825.0,160341.67,165133.33,182600.0,205941.67,219733.33,235866.67,249663.64
643,Cocoa,Florida,79741.67,79808.33,83641.67,104708.33,124025.0,147600.0,159658.33,172781.82
644,Wake Forest,North Carolina,,,,,,281171.43,302350.0,305990.91
645,Palo Alto,California,1226966.67,1689116.67,2071450.0,2281033.33,2292091.67,2390391.67,2689483.33,2643218.18
646,Salisbury,Maryland,126250.0,130250.0,133441.67,133816.67,133900.0,138575.0,140566.67,156718.18
647,Mount Vernon,New York,,,,367525.0,367841.67,353958.33,414633.33,423500.0
648,Milton,Florida,114825.0,116083.33,99783.33,108900.0,125558.33,139483.33,154950.0,164645.45
649,Ames,Iowa,,,,,,215540.0,211650.0,217818.18
650,Middletown Township,New Jersey,,,,,,357788.89,364633.33,384836.36
651,Cedar Park,Texas,,,,257700.0,270758.33,287583.33,300433.33,320581.82
652,Weston,Florida,288875.0,334325.0,370750.0,371991.67,381833.33,406008.33,427258.33,443063.64
653,Grants Pass,Oregon,178708.33,193566.67,202741.67,215091.67,235950.0,256841.67,275908.33,288154.55
654,Kenner,Louisiana,140808.33,142300.0,144650.0,148850.0,150283.33,157583.33,171675.0,181400.0
655,Maple Grove,Minnesota,274108.33,230675.0,246116.67,257008.33,259091.67,272675.0,294175.0,302809.09
656,Stockbridge,Georgia,,,,119416.67,126825.0,134591.67,146983.33,165736.36
657,Daytona Beach,Florida,,77725.0,81216.67,99166.67,110133.33,120450.0,138583.33,133581.82
658,Punta Gorda,Florida,144458.33,154266.67,172425.0,192966.67,206150.0,206725.0,234750.0,247054.55
659,Woodbury,Minnesota,,,,,,280920.0,291658.33,319463.64
660,Portland,Maine,,,,,,280928.57,300600.0,315400.0
661,Lakewood,Washington,206075.0,183233.33,191900.0,208425.0,227466.67,264000.0,288983.33,313327.27
662,Corvallis,Oregon,254808.33,263058.33,269425.0,287491.67,303983.33,328091.67,361650.0,373600.0
663,The Villages,Florida,176016.67,193408.33,223566.67,230508.33,236133.33,237800.0,254016.67,268363.64
664,Bellevue,Nebraska,,,,,,163200.0,172016.67,191109.09
665,Bel Air,Maryland,,,,,,271600.0,274266.67,296781.82
666,Rockville,Maryland,,419525.0,443466.67,433858.33,461108.33,457775.0,469891.67,469018.18
667,West Bloomfield,Michigan,,217858.33,236791.67,237850.0,249375.0,266816.67,278608.33,291400.0
668,North Port,Florida,90016.67,116458.33,127741.67,142241.67,165075.0,176275.0,192091.67,197354.55
669,Eagan,Minnesota,203041.67,218575.0,228341.67,241516.67,249283.33,254666.67,266150.0,295754.55
670,Goldsboro,North Carolina,,,,,,146354.55,140158.33,142281.82
671,Orland Park,Illinois,232525.0,210775.0,207750.0,212808.33,221383.33,233783.33,242650.0,251800.0
672,San Luis Obispo,California,470483.33,516975.0,563541.67,577966.67,592791.67,620175.0,671125.0,697854.55
673,Bozeman,Montana,,,,312257.14,328250.0,355741.67,406158.33,421054.55
674,Youngstown,Ohio,,,,22871.43,22708.33,26325.0,30416.67,29781.82
675,North Richland Hills,Texas,142725.0,173458.33,168050.0,182708.33,201158.33,221750.0,238283.33,248618.18
676,Hickory,North Carolina,127791.67,127533.33,134758.33,139558.33,145550.0,148866.67,158408.33,174672.73
677,Old Bridge Township,New Jersey,316700.0,289433.33,295116.67,297400.0,301208.33,314433.33,335325.0,349127.27
678,Brunswick,Georgia,131716.67,100800.0,115125.0,123333.33,125316.67,142500.0,143150.0,144790.91
679,Hot Springs,Arkansas,128566.67,139725.0,120250.0,127475.0,127208.33,138608.33,144966.67,158481.82
680,Madison,Alabama,,167575.0,176641.67,179075.0,181275.0,187925.0,204550.0,222009.09
681,Ewa Beach,Hawaii,384908.33,448375.0,460400.0,497100.0,550066.67,592866.67,606675.0,644945.45
682,Westerville,Ohio,221658.33,209425.0,221825.0,229158.33,241358.33,266550.0,284741.67,304081.82
683,Lilburn,Georgia,,,,,,199728.57,210666.67,228072.73
684,Fayetteville,Georgia,174566.67,154625.0,162275.0,195066.67,193541.67,199841.67,223041.67,247900.0
685,Pico Rivera,California,280800.0,307033.33,348150.0,372808.33,404308.33,439708.33,469566.67,479545.45
686,Midland,Michigan,120333.33,117291.67,124733.33,127041.67,127975.0,131941.67,140708.33,145200.0
687,Hendersonville,Tennessee,200700.0,195208.33,217416.67,223941.67,242825.0,264650.0,273325.0,292081.82
688,Charleston,West Virginia,126525.0,129008.33,125266.67,148441.67,148350.0,138391.67,143500.0,134281.82
689,Lakeville,Minnesota,227383.33,243475.0,251900.0,277316.67,283258.33,297625.0,313283.33,361045.45
690,Wesley Chapel,Florida,,160841.67,171441.67,181625.0,204333.33,225416.67,278191.67,253245.45
691,Caldwell,Idaho,,,118062.5,126950.0,143425.0,157141.67,183875.0,216590.91
692,Massillon,Ohio,,96420.0,103775.0,107608.33,113825.0,117025.0,122533.33,127654.55
693,Fountainbleau,Florida,87483.33,114491.67,132633.33,145875.0,158350.0,168166.67,179291.67,187009.09
694,Valrico,Florida,158366.67,175666.67,175041.67,194908.33,213733.33,223650.0,242066.67,248136.36
695,Laguna Niguel,California,515125.0,595983.33,658983.33,692466.67,693316.67,681200.0,795300.0,787981.82
696,Rosemead,California,383075.0,404291.67,445066.67,470325.0,487208.33,513450.0,583825.0,607336.36
697,South San Francisco,California,493733.33,571883.33,641091.67,743791.67,789375.0,833683.33,957691.67,972300.0
698,La Crosse,Wisconsin,120925.0,126841.67,132583.33,135150.0,140825.0,142266.67,154358.33,168281.82
699,Towson,Maryland,,,,,,318400.0,307125.0,306881.82
700,West Hartford,Connecticut,,,282325.0,280350.0,281983.33,287733.33,293358.33,285863.64
701,San Gabriel,California,488058.33,559900.0,621991.67,652891.67,628150.0,677850.0,746500.0,732760.0
702,Medina,Ohio,158366.67,171050.0,169025.0,186525.0,185058.33,192508.33,206641.67,223045.45
703,Powder Springs,Georgia,109391.67,130958.33,143966.67,155450.0,160891.67,181750.0,195216.67,213463.64
704,Reston,Virginia,358233.33,396433.33,412833.33,401316.67,390616.67,408841.67,420000.0,427509.09
705,Yukon,Oklahoma,,,142185.71,145391.67,150000.0,155533.33,162466.67,173518.18
706,Tamarac,Florida,74733.33,93358.33,118375.0,124691.67,139133.33,157275.0,179041.67,186200.0
707,Shawnee,Kansas,197300.0,194133.33,199808.33,216500.0,225841.67,239225.0,255158.33,278581.82
708,Waukesha,Wisconsin,,,183485.71,187641.67,197033.33,199441.67,202925.0,228163.64
709,Snohomish,Washington,347133.33,337750.0,365983.33,401875.0,447925.0,493175.0,542775.0,555772.73
710,Carson City,Nevada,166541.67,164800.0,187016.67,210541.67,239016.67,269083.33,298766.67,329809.09
711,Elyria,Ohio,73108.33,67116.67,73275.0,77758.33,82500.0,86225.0,95375.0,102062.5
712,Montebello,California,317191.67,349775.0,391858.33,410000.0,435841.67,471441.67,506866.67,518118.18
713,North Bergen Township,New Jersey,274100.0,248725.0,252375.0,282325.0,296291.67,306966.67,348450.0,378336.36
714,Saint Cloud,Minnesota,122391.67,114575.0,122608.33,128850.0,131458.33,143000.0,146275.0,154972.73
715,Woodland,California,213566.67,241058.33,268816.67,301000.0,322250.0,354875.0,390575.0,406718.18
716,Florence,Alabama,,,102575.0,102133.33,103425.0,111116.67,122516.67,118436.36
717,Eden Prairie,Minnesota,274516.67,277308.33,310041.67,300108.33,300866.67,314833.33,328908.33,350863.64
718,Mansfield,Texas,,,,227000.0,233683.33,256425.0,267875.0,277754.55
719,Wellington,Florida,248650.0,273966.67,303608.33,324058.33,340083.33,350633.33,375283.33,382145.45
720,San Clemente,California,633150.0,713091.67,754016.67,786583.33,819608.33,831191.67,933450.0,960863.64
721,Novato,California,499841.67,574908.33,642175.0,713191.67,725916.67,793675.0,848375.0,817109.09
722,Florence-Graham,California,145516.67,193616.67,223525.0,248325.0,285200.0,334866.67,362391.67,375245.45
723,Waltham,Massachusetts,350216.67,383500.0,405758.33,420108.33,478075.0,511250.0,550550.0,571663.64
724,Broomfield,Colorado,264391.67,278125.0,300433.33,328133.33,364583.33,413150.0,446858.33,477463.64
725,North Miami,Florida,,99525.0,134250.0,132775.0,144925.0,183816.67,192183.33,199854.55
726,Haverhill,Massachusetts,,,,,249500.0,256258.33,275258.33,299127.27
727,Coon Rapids,Minnesota,143133.33,147983.33,158300.0,172383.33,187258.33,198758.33,222100.0,231281.82
728,Deland,Florida,,98358.33,109775.0,125983.33,150358.33,159316.67,179516.67,195963.64
729,Encinitas,California,,,,859128.57,898175.0,945258.33,1004358.33,1179681.82
730,Lima,Ohio,,64750.0,68466.67,74166.67,76866.67,75800.0,91608.33,93409.09
731,Valley Stream,New York,356075.0,333925.0,353583.33,380275.0,392058.33,427475.0,460900.0,485009.09
732,Taylor,Michigan,,,,64950.0,66875.0,81816.67,93141.67,102918.18
733,Blaine,Minnesota,169166.67,177725.0,196291.67,203258.33,220008.33,225958.33,246750.0,265418.18
734,Pasadena,Maryland,249857.14,256208.33,249141.67,261425.0,263825.0,271191.67,288825.0,299645.45
735,Port Orange,Florida,141141.67,140708.33,154566.67,163250.0,183583.33,195891.67,213808.33,232236.36
736,La Habra,California,315158.33,371708.33,401583.33,441891.67,465475.0,480008.33,533250.0,560345.45
737,Burnsville,Minnesota,181658.33,188391.67,199308.33,219316.67,227400.0,238191.67,254833.33,267018.18
738,Land O Lakes,Florida,154075.0,163633.33,181458.33,195383.33,208750.0,227350.0,261008.33,255118.18
739,Grove City,Ohio,,,138085.71,147116.67,152033.33,166725.0,179600.0,199463.64
740,Mechanicsville,Virginia,,,,,,248857.14,261500.0,271490.91
741,Prescott,Arizona,231400.0,248800.0,259850.0,282425.0,305991.67,337358.33,357958.33,367936.36
742,New Castle,Delaware,148733.33,119125.0,123383.33,136225.0,152283.33,158925.0,170841.67,176927.27
743,Monterey Park,California,447516.67,463658.33,500866.67,510800.0,544808.33,577325.0,612708.33,650872.73
744,Albany,Oregon,162208.33,167783.33,174016.67,187658.33,203241.67,230250.0,253783.33,274563.64
745,Vineland,New Jersey,157150.0,136766.67,140308.33,141341.67,135966.67,131025.0,136708.33,144618.18
746,West Des Moines,Iowa,164025.0,170716.67,172725.0,179775.0,195350.0,202758.33,207741.67,223618.18
747,Utica,New York,83666.67,74550.0,75983.33,78450.0,84066.67,88308.33,101500.0,111736.36
748,Gilroy,California,391308.33,489741.67,554858.33,609916.67,649083.33,698300.0,756758.33,763972.73
749,Lancaster,Ohio,104300.0,106383.33,109283.33,117258.33,126958.33,129966.67,133583.33,141700.0
750,Biloxi,Mississippi,127400.0,112125.0,124900.0,138550.0,137858.33,144958.33,148000.0,158336.36
751,West Chester,Ohio,177591.67,181675.0,185850.0,197108.33,208908.33,216525.0,233983.33,244145.45
752,Hendersonville,North Carolina,,176975.0,178766.67,190016.67,197775.0,221308.33,244766.67,253372.73
753,Janesville,Wisconsin,,,109833.33,118491.67,130941.67,133233.33,148183.33,159645.45
754,Malden,Massachusetts,,268908.33,284375.0,307716.67,326441.67,378975.0,426983.33,438881.82
755,West Allis,Wisconsin,,,,,120800.0,130583.33,142391.67,150727.27
756,Castle Rock,Colorado,,287075.0,300675.0,347458.33,377250.0,403583.33,440641.67,449981.82
757,Taylorsville,Utah,175991.67,179216.67,185433.33,202708.33,223133.33,245558.33,269916.67,290627.27
758,Stuart,Florida,103800.0,126083.33,139058.33,162308.33,185350.0,201950.0,208516.67,231236.36
759,Bristol,Connecticut,172175.0,174250.0,168150.0,160541.67,157683.33,158725.0,162608.33,166027.27
760,Richmond,Kentucky,139416.67,153558.33,146125.0,148391.67,159175.0,155658.33,163033.33,175990.91
761,National City,California,,,,,358850.0,381175.0,412400.0,428372.73
762,Lebanon,Tennessee,144191.67,154300.0,159425.0,183550.0,199516.67,228850.0,246650.0,266672.73
763,Azusa,California,264883.33,295833.33,329808.33,349283.33,377400.0,407875.0,437675.0,464909.09
764,Gardena,California,298300.0,344083.33,373950.0,399700.0,431291.67,469991.67,528008.33,553645.45
765,Edmonds,Washington,344966.67,348241.67,361183.33,393608.33,437016.67,512175.0,571133.33,564363.64
766,Annandale,Virginia,359458.33,434175.0,451216.67,467083.33,468708.33,484091.67,507508.33,528627.27
767,Skokie,Illinois,227416.67,196975.0,239450.0,241150.0,264483.33,266216.67,287758.33,292445.45
768,Kendale Lakes,Florida,112766.67,133441.67,156116.67,173091.67,193466.67,231750.0,234783.33,251700.0
769,Sammamish,Washington,516416.67,542325.0,600750.0,636850.0,714633.33,809708.33,892025.0,892109.09
770,Fairfield,Connecticut,490258.33,481075.0,518600.0,526808.33,556100.0,547716.67,559591.67,550709.09
771,Carrollton,Georgia,,,,,,130542.86,142691.67,152763.64
772,Meriden,Connecticut,,146116.67,128950.0,131000.0,134233.33,142225.0,152758.33,166154.55
773,Cupertino,California,991816.67,1229791.67,1413291.67,1619141.67,1617691.67,1761291.67,2101625.0,1874209.09
774,Martinsburg,West Virginia,126600.0,123700.0,134225.0,139883.33,145391.67,153616.67,163316.67,166163.64
775,Carmichael,California,235475.0,272275.0,297550.0,314991.67,330566.67,352758.33,391425.0,394936.36
776,Rapid City,South Dakota,,161990.0,165541.67,169925.0,179675.0,182816.67,194600.0,210900.0
777,Brookline,Massachusetts,,,719062.5,750358.33,843450.0,888558.33,905000.0,962245.45
778,Huntersville,North Carolina,227725.0,229358.33,227008.33,237400.0,251275.0,261025.0,295200.0,300581.82
779,Clayton,North Carolina,,,,,,194390.91,208358.33,226018.18
780,Riverdale,Georgia,,,,,,84033.33,91133.33,123927.27
781,Lutz,Florida,,182425.0,180150.0,200983.33,215800.0,241133.33,277166.67,284736.36
782,Royal Oak,Michigan,110675.0,157366.67,172875.0,182050.0,199983.33,217866.67,232508.33,237345.45
783,Saint Peters,Missouri,148691.67,142533.33,151150.0,157450.0,168266.67,174541.67,183300.0,193918.18
784,Petersburg,Virginia,,,,,107780.0,121075.0,125850.0,144618.18
785,Oshkosh,Wisconsin,96458.33,103033.33,98591.67,102633.33,110275.0,118358.33,126933.33,130909.09
786,Westminster,Maryland,,236500.0,249891.67,253708.33,253983.33,261175.0,270333.33,286045.45
787,Statesboro,Georgia,128275.0,118758.33,134016.67,118591.67,125716.67,129958.33,123475.0,141390.91
788,Lompoc,California,203333.33,214916.67,246266.67,290616.67,308266.67,327616.67,345316.67,359227.27
789,Oak Lawn,Illinois,,,,,,155357.14,167900.0,169372.73
790,Wilson,North Carolina,,104433.33,111866.67,113141.67,113108.33,119050.0,124991.67,122936.36
791,Tamiami,Florida,192508.33,195016.67,225325.0,259200.0,289133.33,303741.67,325483.33,337900.0
792,Wheaton,Illinois,291566.67,265266.67,278283.33,274283.33,284450.0,289475.0,325525.0,326690.91
793,Olympia,Washington,242908.33,229591.67,228883.33,240458.33,263625.0,280891.67,313666.67,339645.45
794,Manchester,Connecticut,173825.0,156833.33,154800.0,149408.33,158191.67,163733.33,171775.0,177727.27
795,Howell,Michigan,125650.0,161658.33,179983.33,197325.0,208916.67,229058.33,246108.33,252245.45
796,Medford,Massachusetts,317700.0,344241.67,386483.33,415250.0,466866.67,516366.67,551925.0,567754.55
797,Greensburg,Pennsylvania,112414.29,132608.33,145366.67,129433.33,139116.67,142575.0,142683.33,145054.55
798,Bartlett,Tennessee,150258.33,144275.0,150766.67,158100.0,170141.67,179741.67,194350.0,208363.64
799,White Plains,New York,547433.33,519683.33,551350.0,572883.33,554016.67,561258.33,614041.67,611081.82
800,Winter Haven,Florida,86325.0,83925.0,91508.33,101866.67,126408.33,143166.67,153841.67,161518.18
801,Union,New Jersey,285108.33,252150.0,252891.67,256808.33,276008.33,290800.0,306341.67,335845.45
802,Grand Forks,North Dakota,,,,,,202883.33,210458.33,208409.09
803,Bayonne,New Jersey,273966.67,246000.0,254491.67,262525.0,269725.0,306616.67,355358.33,383245.45
804,Newark,Ohio,,91391.67,114341.67,124383.33,113933.33,114341.67,118141.67,131072.73
805,Gretna,Louisiana,129925.0,129425.0,127216.67,132533.33,139508.33,148883.33,157366.67,160290.91
806,Mishawaka,Indiana,,83125.0,85141.67,87800.0,98991.67,106858.33,115200.0,123800.0
807,Columbia,Tennessee,,113500.0,119041.67,132683.33,140866.67,160708.33,173800.0,194554.55
808,Piscataway,New Jersey,277000.0,253091.67,278058.33,253625.0,255041.67,274191.67,297533.33,308636.36
809,Downers Grove,Illinois,268700.0,256275.0,280583.33,263891.67,265708.33,283500.0,312466.67,324909.09
810,Fountain Valley,California,558175.0,576041.67,622675.0,647891.67,678558.33,703891.67,765091.67,815872.73
811,Loveland,Ohio,184383.33,197833.33,203558.33,219033.33,222908.33,228275.0,232300.0,242909.09
812,Stillwater,Oklahoma,,,,,,158412.5,157641.67,173063.64
