,city,state,2010 Avg Price,2013 Avg Price,2014 Avg Price,2015 Avg Price,2016 Avg Price,2017 Avg Price,2018 Avg Price,2019 Avg Price
1920,Temple Terrace,Florida,,,,129860.0,150208.33,167166.67,186741.67,197481.82
1921,Dedham,Massachusetts,,359308.33,386458.33,390183.33,404925.0,453975.0,479425.0,473563.64
1922,Bastrop,Texas,,145825.0,159008.33,181050.0,195325.0,206383.33,223991.67,239854.55
1923,Muskego,Wisconsin,,222991.67,255425.0,249408.33,248091.67,273550.0,312516.67,307200.0
1924,Grandview,Missouri,,,,,94485.71,112783.33,124591.67,131354.55
1925,Elmwood Park,Illinois,,,,,,218600.0,220008.33,238945.45
1926,Columbine,Colorado,244875.0,264058.33,288266.67,322975.0,362741.67,381625.0,398883.33,435590.91
1927,Onalaska,Wisconsin,168283.33,163641.67,169175.0,169850.0,206783.33,202416.67,211541.67,228236.36
1928,Lodi,New Jersey,,,288570.0,294608.33,303891.67,312783.33,335466.67,366600.0
1929,Smiths,Alabama,,,,134037.5,139091.67,137750.0,158216.67,155890.91
1930,Batavia,Illinois,238100.0,237183.33,228750.0,238766.67,252666.67,269950.0,296991.67,289981.82
1931,Milford,Michigan,168091.67,211383.33,239091.67,247308.33,289200.0,283100.0,319008.33,306290.91
1932,Menomonie,Wisconsin,,,155400.0,135366.67,144208.33,160225.0,164625.0,166336.36
1933,Mandan,North Dakota,,194016.67,211425.0,220075.0,222216.67,226641.67,233266.67,223445.45
1934,King George,Virginia,224616.67,242325.0,221400.0,233316.67,248991.67,256483.33,261358.33,275936.36
1935,Chambersburg,Pennsylvania,138466.67,126983.33,136000.0,122375.0,127991.67,143841.67,146625.0,146036.36
1936,Scotch Plains,New Jersey,,422533.33,446541.67,445666.67,468633.33,472183.33,483975.0,467672.73
1937,Douglas,Georgia,,95075.0,80891.67,86208.33,85791.67,100633.33,91925.0,100800.0
1938,North Kingstown,Rhode Island,,,,,,328900.0,362916.67,367500.0
1939,Locust Grove,Georgia,,,,141450.0,138233.33,150808.33,169091.67,189045.45
1940,Crawfordville,Florida,,,105837.5,116350.0,142916.67,136166.67,169483.33,178436.36
1941,Aberdeen,Maryland,,158471.43,160416.67,160458.33,169725.0,176616.67,182941.67,200563.64
1942,Seal Beach,California,,716150.0,776716.67,748233.33,791375.0,886516.67,936050.0,871900.0
1943,Richmond Hill,Georgia,207658.33,197608.33,201558.33,230791.67,226425.0,238841.67,251408.33,244909.09
1944,Cliffside Park,New Jersey,,339475.0,370916.67,380950.0,382950.0,412383.33,457600.0,465627.27
1945,Somerset,New Jersey,,,238825.0,227075.0,260233.33,253550.0,265150.0,287536.36
1946,Shirley,New York,,175008.33,186800.0,184900.0,191708.33,203583.33,223491.67,262454.55
1947,Derwood,Maryland,311100.0,349183.33,392216.67,385241.67,374341.67,416141.67,432375.0,427436.36
1948,Roselle,Illinois,,,,,216400.0,214258.33,214033.33,242390.91
1949,Danville,Kentucky,,,,,143200.0,140483.33,147316.67,139090.91
1950,Coos Bay,Oregon,134741.67,138025.0,133075.0,152008.33,161966.67,175158.33,179591.67,206427.27
1951,Washington,Michigan,178450.0,214191.67,248416.67,252991.67,268800.0,286216.67,290091.67,318754.55
1952,Mercer Island,Washington,769508.33,897525.0,965900.0,1043800.0,1134416.67,1246725.0,1411250.0,1436463.64
1953,Walker,Michigan,122941.67,134691.67,138558.33,147266.67,160975.0,180200.0,195283.33,202590.91
1954,El Cerrito,California,538475.0,565016.67,658325.0,720150.0,754041.67,860083.33,925658.33,904309.09
1955,Allendale,Michigan,,,157000.0,175400.0,180591.67,197725.0,231475.0,229009.09
1956,Carney,Maryland,222066.67,202208.33,208908.33,210741.67,214258.33,213825.0,223141.67,231172.73
1957,West Hempstead,New York,,361375.0,370608.33,393533.33,409666.67,414933.33,459966.67,486636.36
1958,Anderson,California,,155033.33,171533.33,189550.0,193300.0,201566.67,212616.67,238163.64
1959,University Park,Texas,,,1060950.0,1099216.67,1160041.67,1238141.67,1388900.0,1295236.36
1960,Agoura Hills,California,,,,670880.0,713508.33,769558.33,804075.0,850945.45
1961,Kelso,Washington,,,,164860.0,169158.33,179533.33,217333.33,233890.91
1962,Springfield,Pennsylvania,258950.0,246291.67,258441.67,262600.0,269383.33,289941.67,296225.0,312818.18
1963,Fruit Cove,Florida,244308.33,217991.67,217650.0,226250.0,255650.0,266641.67,275016.67,306090.91
1964,Carteret,New Jersey,,194636.36,208141.67,210533.33,205333.33,229000.0,248708.33,276890.91
1965,Vinings,Georgia,300475.0,254425.0,265950.0,264616.67,265700.0,265033.33,299933.33,304572.73
1966,Village of Palmetto Bay,Florida,,419116.67,454925.0,468616.67,499983.33,524016.67,530266.67,537972.73
1967,Port Jefferson Station,New York,,284816.67,315883.33,308358.33,313233.33,316866.67,336166.67,351254.55
1968,Azle,Texas,,140175.0,147958.33,148933.33,167191.67,178466.67,205408.33,209500.0
1969,Maywood,Illinois,,,,,,122750.0,137900.0,148463.64
1970,Eagle Mountain,Utah,169658.33,190991.67,205433.33,214225.0,233716.67,259600.0,285858.33,306545.45
1971,Elk River,Minnesota,,169800.0,188291.67,209600.0,211816.67,235741.67,249708.33,250463.64
1972,Zionsville,Indiana,,297675.0,320875.0,336391.67,356341.67,369525.0,380866.67,398654.55
1973,Coronado,California,1170575.0,1114441.67,1203425.0,1439200.0,1436891.67,1448958.33,1616991.67,1610263.64
1974,Homosassa,Florida,128591.67,117550.0,122766.67,132366.67,142983.33,158366.67,169500.0,188145.45
1975,Imperial,Missouri,153950.0,149458.33,155791.67,165916.67,171041.67,185325.0,200283.33,206709.09
1976,Wall Township,New Jersey,,397200.0,449383.33,434408.33,445225.0,485725.0,467150.0,489800.0
1977,Morton Grove,Illinois,246083.33,238166.67,243000.0,253291.67,264633.33,292325.0,302608.33,283890.91
1978,Easton,Maryland,255325.0,261266.67,264050.0,243191.67,263050.0,270325.0,284591.67,294390.91
1979,Middleborough,Massachusetts,,242266.67,254208.33,274900.0,282666.67,290116.67,319475.0,335890.91
1980,Saginaw,Texas,,118975.0,130233.33,144441.67,159925.0,177741.67,195041.67,208472.73
1981,Lower Paxton Township,Pennsylvania,,198516.67,201850.0,208750.0,208700.0,230158.33,216008.33,235827.27
1982,Washington,Illinois,138350.0,138641.67,153783.33,143233.33,139625.0,150108.33,145600.0,165663.64
1983,North Haven,Connecticut,,249516.67,256208.33,243125.0,256241.67,275075.0,266441.67,271481.82
1984,Simsbury,Connecticut,290766.67,293550.0,303583.33,285058.33,294733.33,293600.0,304408.33,311318.18
1985,Daphne,Alabama,145308.33,150158.33,159366.67,163766.67,172266.67,179416.67,190175.0,203100.0
1986,South Plainfield,New Jersey,,249783.33,284575.0,276091.67,271808.33,283841.67,298550.0,327263.64
1987,Tullahoma,Tennessee,99183.33,99525.0,103033.33,102966.67,121866.67,125766.67,141533.33,150318.18
1988,Lemont,Illinois,306008.33,311216.67,313200.0,314841.67,357366.67,317116.67,356033.33,328554.55
1989,Cleveland,Georgia,128250.0,112033.33,123891.67,132133.33,143075.0,153866.67,163491.67,176227.27
1990,Ephrata Township,Pennsylvania,170158.33,168716.67,166450.0,172833.33,173375.0,182025.0,207850.0,213690.91
1991,Town Of East Fishkill,New York,,327350.0,326291.67,321775.0,320608.33,309383.33,327075.0,363009.09
1992,Mechanicsville,Maryland,243516.67,242266.67,247550.0,245441.67,243175.0,261341.67,273858.33,281581.82
1993,McHenry,Illinois,155857.14,118066.67,136000.0,130933.33,141025.0,153966.67,168950.0,176700.0
1994,Silverdale,Washington,281150.0,266758.33,279108.33,275816.67,312308.33,333950.0,363950.0,395718.18
1995,The Crossings,Florida,,169650.0,179933.33,208875.0,242400.0,256141.67,264725.0,285381.82
1996,Millsboro,Delaware,,,,198609.09,203650.0,224158.33,217075.0,227345.45
1997,Easton,Massachusetts,,325991.67,321433.33,340933.33,304575.0,361266.67,358825.0,383600.0
1998,Branson,Missouri,,112025.0,124508.33,116041.67,131533.33,118525.0,123316.67,131318.18
1999,Cranford,New Jersey,,393133.33,405058.33,414575.0,420533.33,456533.33,458800.0,462818.18
2000,Westford,Massachusetts,,417983.33,412091.67,440675.0,426133.33,465241.67,514758.33,512490.91
2001,Ottawa,Illinois,,,,,113480.0,104716.67,119408.33,125690.91
2002,Mint Hill,North Carolina,196925.0,194125.0,195425.0,228800.0,230250.0,242075.0,267008.33,283400.0
2003,Mequon,Wisconsin,,313675.0,316650.0,330350.0,356766.67,356400.0,383308.33,407618.18
2004,Wexford,Pennsylvania,280125.0,275491.67,307716.67,317841.67,300341.67,307475.0,333741.67,351536.36
2005,Harvest,Alabama,,141150.0,134550.0,140450.0,147666.67,158783.33,169008.33,186154.55
2006,Maplewood,New Jersey,,,499412.5,503516.67,499258.33,527450.0,559141.67,532981.82
2007,Lexington Park,Maryland,,,,,,230700.0,230533.33,239600.0
2008,Seymour,Tennessee,138600.0,131350.0,147225.0,149325.0,160000.0,167816.67,182908.33,189790.91
2009,Westmont,Illinois,,200233.33,222866.67,215058.33,206033.33,214050.0,259408.33,271272.73
2010,Mansfield,Massachusetts,,307775.0,338283.33,349533.33,384250.0,374883.33,381958.33,397536.36
2011,Rosemont,California,159783.33,176541.67,208741.67,229308.33,252816.67,280566.67,303541.67,320727.27
2012,Kihei,Hawaii,,504950.0,507000.0,519091.67,527166.67,596508.33,620683.33,680954.55
2013,Yarmouth,Massachusetts,238783.33,260741.67,250941.67,267233.33,275975.0,290341.67,320441.67,322154.55
2014,Keene,New Hampshire,,,164012.5,159291.67,165883.33,167708.33,173966.67,180390.91
2015,White Bear Lake,Minnesota,177691.67,173525.0,186875.0,192925.0,212158.33,226383.33,243616.67,253190.91
2016,Haymarket,Virginia,392083.33,428116.67,425000.0,454433.33,478791.67,476016.67,512358.33,500163.64
2017,Fountain Hills,Arizona,,,253637.5,267558.33,271200.0,290516.67,318366.67,346609.09
2018,Odessa,Florida,308316.67,308166.67,340141.67,341233.33,396983.33,394266.67,394516.67,410436.36
2019,Riverside,Ohio,,67483.33,70708.33,63683.33,77600.0,77025.0,92025.0,93163.64
2020,North Tustin,California,702966.67,763058.33,854041.67,806308.33,876850.0,971066.67,986691.67,1044572.73
2021,Romulus,Michigan,,,,,,96422.22,107375.0,110418.18
2022,Peekskill,New York,,,247785.71,264625.0,274516.67,272325.0,323216.67,335418.18
2023,Independence,Kentucky,133750.0,134766.67,133175.0,144933.33,157758.33,160750.0,182066.67,190263.64
2024,Lynn Haven,Florida,183258.33,176175.0,183316.67,178425.0,188816.67,208008.33,210783.33,200344.44
2025,Portland,Tennessee,103933.33,102408.33,105475.0,122016.67,136616.67,148950.0,165491.67,181909.09
2026,Youngsville,Louisiana,,184125.0,208925.0,208525.0,197883.33,194066.67,204875.0,199863.64
2027,Crofton,Maryland,314450.0,296183.33,297508.33,300708.33,295166.67,298358.33,297691.67,314109.09
2028,Medford Township,New Jersey,342825.0,329533.33,315891.67,315216.67,328041.67,317416.67,318641.67,333372.73
2029,Vernon Hills,Illinois,,,225250.0,249166.67,231933.33,255308.33,272158.33,299963.64
2030,Calabasas,California,896175.0,894808.33,968866.67,927791.67,1063125.0,911800.0,1180333.33,1221909.09
2031,Ooltewah,Tennessee,183675.0,178275.0,182508.33,204850.0,228658.33,241500.0,260700.0,270963.64
2032,Coldwater,Michigan,,,,,100100.0,100466.67,112875.0,125963.64
2033,Town Of Halfmoon,New York,,260558.33,270800.0,280483.33,264941.67,277283.33,302366.67,322509.09
2034,Granite Bay,California,526816.67,603700.0,600158.33,650350.0,681800.0,729191.67,759358.33,802927.27
2035,Acton,Massachusetts,,,454433.33,450558.33,457133.33,500575.0,517716.67,482963.64
2036,Homer Glen,Illinois,,,,281128.57,300666.67,322275.0,337866.67,349945.45
2037,Herriman,Utah,,,,,,354550.0,339933.33,385472.73
2038,Champlin,Minnesota,181416.67,176166.67,193391.67,202566.67,210525.0,233116.67,247008.33,267363.64
2039,Smithfield,North Carolina,,,,,135800.0,151900.0,164416.67,176109.09
2040,Massapequa Park,New York,,396800.0,407816.67,421341.67,429416.67,466141.67,493425.0,508427.27
2041,Port Hueneme,California,223691.67,243250.0,284225.0,322708.33,335216.67,349266.67,382408.33,389081.82
2042,Highland,Indiana,,143258.33,131416.67,140200.0,147366.67,155300.0,162775.0,175045.45
2043,Rosemount,Minnesota,187241.67,202083.33,220891.67,242466.67,252116.67,259241.67,281333.33,313354.55
2044,Solon,Ohio,,242100.0,267441.67,272683.33,243241.67,266933.33,277900.0,281881.82
2045,Trussville,Alabama,198791.67,209575.0,201083.33,212133.33,222558.33,230650.0,239358.33,255554.55
2046,Watauga,Texas,,101275.0,113050.0,126341.67,139441.67,158775.0,178958.33,186981.82
2047,Dixon,California,236616.67,280450.0,328841.67,339083.33,370983.33,398808.33,433183.33,441818.18
2048,Grayson,Georgia,172775.0,158941.67,162125.0,204383.33,197258.33,218216.67,251833.33,267481.82
2049,Munster,Indiana,,185400.0,184566.67,187166.67,197633.33,214883.33,227208.33,224345.45
2050,Versailles,Kentucky,149983.33,148733.33,155541.67,201166.67,182783.33,189391.67,206691.67,216633.33
2051,Wilmington,Massachusetts,,,,413025.0,419075.0,450633.33,469891.67,526081.82
2052,Burlington,Kentucky,135991.67,138233.33,143800.0,148541.67,159033.33,163308.33,182708.33,191509.09
2053,Auburn,Maine,,,,136200.0,140133.33,149675.0,152625.0,165054.55
2054,Castaic,California,384933.33,386550.0,437300.0,460475.0,490166.67,533233.33,553333.33,554554.55
2055,Greater Landover,Maryland,,,,,150355.56,176725.0,196991.67,221663.64
2056,Westchase,Florida,,263125.0,290825.0,289416.67,309083.33,316466.67,330441.67,348763.64
2057,Candler-Mcafee,Georgia,,,,,,130166.67,145375.0,161363.64
2058,Olney,Maryland,376475.0,422816.67,416475.0,410391.67,395908.33,422750.0,439333.33,455354.55
2059,Mustang,Oklahoma,129883.33,135208.33,147708.33,157191.67,155000.0,165100.0,171391.67,182945.45
2060,Marshfield,Massachusetts,359733.33,356216.67,370783.33,374608.33,382600.0,415750.0,428108.33,443154.55
2061,Orange City,Florida,78075.0,71066.67,79825.0,95233.33,115408.33,142200.0,155975.0,163281.82
2062,Chowchilla,California,,,,,,198575.0,210300.0,241590.91
2063,Anthem,Arizona,184958.33,196091.67,205150.0,212325.0,240750.0,256775.0,280150.0,299272.73
2064,Edgewood,Maryland,,110177.78,101608.33,106325.0,116566.67,125541.67,138541.67,148209.09
2065,Sycamore,Illinois,153458.33,141133.33,146708.33,151091.67,155508.33,171216.67,187183.33,184281.82
2066,Mooresville,Indiana,129600.0,129600.0,136341.67,146025.0,150866.67,152933.33,169733.33,176490.91
2067,Hiram,Georgia,,107271.43,108966.67,127091.67,139641.67,151183.33,164708.33,174318.18
2068,Lockport,Illinois,189841.67,164558.33,164725.0,173683.33,178583.33,205441.67,207416.67,209872.73
2069,Yelm,Washington,,156100.0,160933.33,179716.67,207908.33,228925.0,260941.67,292345.45
2070,Chanhassen,Minnesota,289108.33,273875.0,296550.0,287150.0,303425.0,327225.0,336675.0,389054.55
2071,South Portland,Maine,196108.33,209325.0,205333.33,219650.0,237608.33,255283.33,283750.0,285672.73
2072,Gardnerville,Nevada,193641.67,208416.67,222958.33,247533.33,273408.33,302308.33,361641.67,368881.82
2073,Seaford,Delaware,,,,157700.0,158183.33,167850.0,169033.33,176009.09
2074,Crystal,Minnesota,142133.33,139000.0,151766.67,164133.33,181250.0,194475.0,216966.67,225754.55
2075,Webster Groves,Missouri,212841.67,217841.67,225291.67,237816.67,244358.33,253766.67,259375.0,268945.45
2076,Rolling Meadows,Illinois,,182575.0,171383.33,185841.67,176008.33,187841.67,199383.33,212627.27
2077,Canton,Massachusetts,355408.33,370125.0,403475.0,375850.0,420108.33,436983.33,427883.33,466700.0
2078,De Witt,New York,157716.67,163858.33,151233.33,149100.0,166466.67,176100.0,180991.67,182509.09
2079,Troy,Missouri,122508.33,130100.0,135383.33,142058.33,151658.33,155291.67,168533.33,184863.64
2080,Monument,Colorado,342066.67,356791.67,377283.33,402541.67,441250.0,456691.67,510891.67,508227.27
2081,Elko,Nevada,,,,229144.44,222275.0,238683.33,248008.33,251981.82
2082,Gloucester,Virginia,199522.22,207325.0,206616.67,209516.67,199666.67,214458.33,229200.0,226654.55
2083,Maple Heights,Ohio,,,,33200.0,38891.67,43983.33,51183.33,58354.55
2084,Gardner,Kansas,,,,,196100.0,200566.67,218566.67,229536.36
2085,Pottstown,Pennsylvania,151400.0,142166.67,143966.67,140883.33,138175.0,155383.33,155625.0,158072.73
2086,Byron Center,Michigan,150025.0,169908.33,183625.0,198508.33,221925.0,219641.67,243175.0,293018.18
2087,Powell,Tennessee,,130500.0,135550.0,141658.33,151016.67,166266.67,165750.0,180827.27
2088,Alvin,Texas,,,134025.0,143783.33,151483.33,165283.33,166950.0,176027.27
2089,Darien,Illinois,239758.33,223933.33,256375.0,249441.67,253166.67,272025.0,301125.0,288754.55
2090,Garden City,New York,699300.0,731416.67,720766.67,759300.0,796033.33,832100.0,830100.0,861836.36
2091,La Grange,Kentucky,180316.67,183733.33,194591.67,204066.67,215316.67,235608.33,252158.33,260681.82
2092,Willoughby,Ohio,,,,142875.0,134183.33,137483.33,147825.0,150172.73
2093,Canfield,Ohio,,,,165850.0,173283.33,169558.33,191891.67,186290.91
2094,Benbrook,Texas,130608.33,132891.67,146900.0,165966.67,176066.67,190716.67,210508.33,218881.82
2095,Beaver Dam,Wisconsin,,,,111900.0,118300.0,123833.33,137958.33,148281.82
2096,Newport,North Carolina,,,,191425.0,170016.67,178150.0,197633.33,207590.91
2097,Guilford,Connecticut,336666.67,344591.67,339100.0,331416.67,343583.33,344533.33,369441.67,365718.18
2098,Harvey,Illinois,,,,,,24166.67,30850.0,35709.09
2099,Chalmette,Louisiana,,,,121700.0,127175.0,138058.33,143191.67,149300.0
2100,Olmsted Falls,Ohio,138725.0,137233.33,140833.33,143108.33,149583.33,159766.67,166941.67,177454.55
2101,Saint Marys,Georgia,142925.0,115083.33,129908.33,128200.0,135583.33,128716.67,136433.33,168245.45
2102,Avon,Ohio,,241950.0,263841.67,263400.0,270200.0,250683.33,270066.67,296227.27
2103,Hudson,Ohio,285883.33,280775.0,304700.0,281000.0,309575.0,321425.0,335825.0,330045.45
2104,Elgin,South Carolina,134475.0,123466.67,134450.0,129100.0,138391.67,145200.0,156100.0,166154.55
2105,New Brighton,Minnesota,183866.67,174208.33,201925.0,221750.0,228825.0,249141.67,257641.67,271618.18
2106,Chardon,Ohio,189508.33,184375.0,199033.33,190866.67,201416.67,214316.67,222766.67,215318.18
2107,Belton,Missouri,103466.67,100316.67,105883.33,122350.0,126883.33,137866.67,155966.67,158209.09
2108,Oshtemo,Michigan,,,179950.0,178508.33,187658.33,191158.33,207733.33,233281.82
2109,Stony Brook,New York,,399866.67,398066.67,391316.67,403258.33,447291.67,448700.0,464745.45
2110,Kenmore,Washington,333837.5,363008.33,398983.33,432916.67,482150.0,578258.33,617825.0,633690.91
2111,Boiling Springs,South Carolina,113208.33,120250.0,119675.0,125208.33,132683.33,143650.0,156341.67,168600.0
2112,Maryland Heights,Missouri,131158.33,128516.67,128375.0,134658.33,138175.0,148416.67,161441.67,161109.09
2113,Valley Center,California,376083.33,418658.33,444066.67,469225.0,514783.33,562041.67,600241.67,582200.0
2114,Temperance,Michigan,,,138420.0,146116.67,139200.0,148041.67,174400.0,182227.27
2115,Bethpage,New York,,355025.0,387991.67,381225.0,408308.33,433825.0,441808.33,482372.73
2116,Hingham,Massachusetts,,,,,672550.0,767300.0,771341.67,770309.09
2117,American Canyon,California,299872.73,344025.0,379025.0,427058.33,459008.33,495033.33,523700.0,516872.73
2118,Centerville,Ohio,155116.67,152116.67,152941.67,151358.33,161616.67,163383.33,178700.0,187109.09
2119,Villa Park,Illinois,173975.0,148175.0,164908.33,183591.67,192125.0,203900.0,218416.67,222163.64
2120,Fayetteville,Tennessee,,,,82685.71,95216.67,119450.0,111341.67,131900.0
2121,Saline,Michigan,225100.0,245191.67,257766.67,286366.67,280125.0,315383.33,308041.67,333436.36
2122,Washington,Missouri,140200.0,148750.0,136808.33,137550.0,151058.33,168833.33,164733.33,171700.0
2123,Blythewood,South Carolina,215825.0,193666.67,190316.67,194808.33,193691.67,210100.0,210200.0,236400.0
2124,Washougal,Washington,243108.33,244566.67,272866.67,292375.0,310525.0,359016.67,389891.67,399672.73
2125,Theodore,Alabama,,83358.33,91850.0,92283.33,91141.67,108658.33,116775.0,121636.36
2126,Raritan Township,New Jersey,344416.67,351641.67,337566.67,339291.67,347475.0,336775.0,358100.0,366218.18
2127,Merchantville,New Jersey,,,,138072.73,135483.33,134816.67,145683.33,159418.18
2128,Lillington,North Carolina,,,,141566.67,147750.0,153391.67,163166.67,168963.64
2129,North Plainfield,New Jersey,,185112.5,187258.33,188208.33,188733.33,220208.33,260733.33,272472.73
2130,Seaford,New York,,370125.0,386233.33,405950.0,416300.0,443883.33,474833.33,490045.45
2131,Wilsonville,Oregon,321183.33,319783.33,335775.0,369508.33,382258.33,414025.0,431733.33,450372.73
2132,Hillsborough,North Carolina,,226966.67,212350.0,220741.67,237641.67,254825.0,273575.0,286672.73
2133,Hamtramck,Michigan,,,,,,62980.0,73391.67,94290.91
2134,Phelan,California,141833.33,165491.67,195708.33,203800.0,247375.0,272175.0,279550.0,296436.36
2135,West Carson,California,297308.33,332941.67,345066.67,394575.0,414591.67,433200.0,463750.0,493554.55
2136,Bixby,Oklahoma,185344.44,181783.33,169833.33,182825.0,180225.0,184341.67,197300.0,217336.36
2137,Wilmington,Ohio,,101157.14,108950.0,104591.67,113383.33,117108.33,129966.67,146863.64
2138,Norton Shores,Michigan,,93191.67,104641.67,112216.67,130041.67,134100.0,146441.67,156936.36
2139,Prairie Village,Kansas,,,,,,260285.71,282458.33,303436.36
2140,Stoneham,Massachusetts,,335716.67,356050.0,404191.67,414883.33,444383.33,457425.0,488118.18
2141,Charlotte,Michigan,,,,109200.0,115533.33,118883.33,127825.0,145136.36
2142,South Euclid,Ohio,,54208.33,64191.67,67741.67,72291.67,81941.67,83950.0,90200.0
2143,Socastee,South Carolina,120791.67,113200.0,135616.67,140391.67,153983.33,156800.0,157641.67,162890.91
2144,Manor,Texas,,123425.0,138916.67,160250.0,176208.33,184675.0,198908.33,210054.55
2145,Maumelle,Arkansas,181891.67,197766.67,199541.67,195600.0,194925.0,193116.67,201458.33,198354.55
2146,Royse City,Texas,119166.67,133916.67,147183.33,156741.67,176383.33,195108.33,209333.33,219627.27
2147,Mattoon,Illinois,,,,,,68300.0,75741.67,83545.45
2148,Farragut,Tennessee,310866.67,287650.0,326766.67,321366.67,341291.67,330983.33,350475.0,375527.27
2149,Enterprise,Alabama,,,,,,128350.0,138625.0,146063.64
2150,Duarte,California,306125.0,355433.33,417133.33,431791.67,451566.67,451775.0,528225.0,522890.91
2151,Baker,Louisiana,,,,,,129425.0,113958.33,117400.0
2152,Loma Linda,California,213575.0,278291.67,303975.0,329900.0,335116.67,345750.0,383891.67,376045.45
2153,Groveland,Florida,,122891.67,137216.67,159341.67,173658.33,193608.33,213633.33,234445.45
2154,Havelock,North Carolina,139091.67,106791.67,115833.33,123800.0,120841.67,120725.0,131558.33,141363.64
2155,Marina,California,,,,,,562500.0,572300.0,619472.73
2156,Fernley,Nevada,,118618.18,134150.0,164033.33,181325.0,212166.67,241458.33,253845.45
2157,Auburn Hills,Michigan,,,119530.0,129925.0,142358.33,155725.0,155883.33,168472.73
2158,Toccoa,Georgia,,,,,84100.0,93958.33,103608.33,103200.0
2159,Hercules,California,322283.33,354850.0,368883.33,421933.33,451008.33,474600.0,542916.67,548136.36
2160,Watertown,Connecticut,,,,,,195412.5,205766.67,208400.0
2161,Roselle,New Jersey,,,,133208.33,154275.0,172275.0,201650.0,246445.45
2162,West Deptford Township,New Jersey,190675.0,168625.0,176825.0,177933.33,166975.0,169708.33,151441.67,173763.64
2163,Helotes,Texas,,,,,301537.5,307625.0,339350.0,335872.73
2164,Bedford,New Hampshire,334891.67,352475.0,355575.0,358458.33,377958.33,412750.0,440183.33,444354.55
2165,Darien,Connecticut,,,,1303733.33,1345116.67,1310691.67,1241666.67,1211163.64
2166,Jenks,Oklahoma,178591.67,176608.33,171933.33,184383.33,185691.67,193041.67,195566.67,217090.91
2167,Hillside,New Jersey,,161262.5,178383.33,179608.33,197375.0,198191.67,215675.0,266081.82
2168,Wareham,Massachusetts,,187475.0,191308.33,215783.33,218800.0,231808.33,258091.67,271281.82
2169,Siloam Springs,Arkansas,,108566.67,114266.67,117691.67,126783.33,130508.33,143300.0,154609.09
2170,Los Alamitos,California,,719633.33,752408.33,805600.0,843466.67,886208.33,949275.0,983972.73
2171,Citrus Ridge,Florida,129883.33,150000.0,162283.33,173091.67,183641.67,198541.67,235875.0,246745.45
2172,Mulberry,Florida,,,99300.0,120616.67,141233.33,155308.33,167266.67,179527.27
2173,Lyndhurst,New Jersey,,306508.33,306850.0,331216.67,333991.67,349675.0,357833.33,364918.18
2174,Portsmouth,New Hampshire,290166.67,323516.67,349441.67,344833.33,366433.33,429441.67,420533.33,460754.55
2175,Charles Town,West Virginia,181175.0,186583.33,205333.33,217175.0,211766.67,233008.33,242625.0,243936.36
2176,Springboro,Ohio,207408.33,197975.0,211216.67,216258.33,225066.67,238200.0,252158.33,261809.09
2177,Sun City Center,Florida,100283.33,106825.0,119883.33,134650.0,148266.67,158625.0,178400.0,190618.18
2178,Hayesville,Oregon,,141341.67,161600.0,172800.0,199016.67,214241.67,248883.33,273936.36
2179,Dyer,Indiana,,,186775.0,189700.0,187858.33,208758.33,217600.0,240181.82
2180,Clinton,Utah,173466.67,177583.33,183875.0,193433.33,215066.67,236766.67,259058.33,279918.18
2181,Ludlow,Massachusetts,,,,,,195862.5,207716.67,222563.64
2182,Hurricane,West Virginia,,,,193330.0,192900.0,187283.33,191900.0,212945.45
2183,Biddeford,Maine,,,,189111.11,206216.67,230208.33,241083.33,258881.82
2184,Oxford,Michigan,139208.33,180641.67,192783.33,214708.33,234308.33,235958.33,249725.0,268788.89
2185,Chapin,South Carolina,,,,207600.0,224325.0,228375.0,238583.33,260536.36
2186,Ives Estates,Florida,82641.67,94600.0,115141.67,118808.33,131775.0,157983.33,167908.33,199954.55
2187,Del City,Oklahoma,,52216.67,59916.67,60641.67,63041.67,66600.0,70450.0,73836.36
2188,Glen Mills,Pennsylvania,,,365350.0,372058.33,349583.33,370091.67,386566.67,425018.18
2189,Syracuse,Utah,221808.33,226200.0,236716.67,258775.0,277033.33,296758.33,323766.67,350254.55
2190,Mountain Brook,Alabama,478016.67,458108.33,516875.0,488550.0,480508.33,543833.33,564400.0,542627.27
2191,De Soto,Missouri,,78844.44,96708.33,96900.0,111583.33,119875.0,129758.33,135890.91
2192,Kuna,Idaho,114258.33,135866.67,143183.33,157725.0,172016.67,190933.33,221725.0,253245.45
2193,Twentynine Palms,California,,74500.0,71008.33,71941.67,80341.67,93375.0,117600.0,135554.55
2194,Shorewood,Illinois,,191050.0,215633.33,225883.33,222291.67,260833.33,241683.33,235681.82
2195,Franklin Park,Illinois,146900.0,121616.67,135983.33,148966.67,166333.33,184491.67,204516.67,215900.0
2196,Tukwila,Washington,,181241.67,190391.67,237483.33,272616.67,299858.33,353425.0,370118.18
2197,Carol City,Florida,,120800.0,146658.33,173691.67,209800.0,238566.67,262375.0,277181.82
2198,Fallon,Nevada,,127250.0,132300.0,164200.0,166425.0,181058.33,222058.33,234981.82
2199,Morrison,Colorado,,,,345885.71,354333.33,398675.0,421341.67,442463.64
2200,Arnold,Maryland,328216.67,341508.33,355183.33,338833.33,352483.33,358775.0,380908.33,401936.36
2201,Cheney,Washington,,,,175100.0,189733.33,209766.67,236758.33,260609.09
